original_row_index,Plasmid accession,Plasmid name,strain name,Gene,tblastn_pident,blastn_pident,delta_pident,tblastn_qcovs,blastn_qcovs,delta_qcovs,abs_delta_pident,abs_delta_qcovs
574,CP058626.1,pATCCBAA1605,ATCC BAA1605,ABUW_4006,,,,,,,,
574,CP058626.1,pATCCBAA1605,ATCC BAA1605,ABUW_4007,,,,,,,,
574,CP058626.1,pATCCBAA1605,ATCC BAA1605,ABUW_4094,,,,,,,,
575,CP058730.1,pM164-3.1,M164-3,ABUW_4004,,,,,,,,
575,CP058730.1,pM164-3.1,M164-3,ABUW_4005,,,,,,,,
575,CP058730.1,pM164-3.1,M164-3,ABUW_4006,,,,,,,,
575,CP058730.1,pM164-3.1,M164-3,ABUW_4007,,,,,,,,
575,CP058730.1,pM164-3.1,M164-3,ABUW_4094,,,,,,,,
576,CP058731.1,pM164-3.2,M164-3,ABUW_4004,,,,,,,,
576,CP058731.1,pM164-3.2,M164-3,ABUW_4005,,,,,,,,
576,CP058731.1,pM164-3.2,M164-3,ABUW_4006,,,,,,,,
576,CP058731.1,pM164-3.2,M164-3,ABUW_4007,,,,,,,,
576,CP058731.1,pM164-3.2,M164-3,ABUW_4094,,,,,,,,
577,JACGEH010000071.1,pAbCTX2_15kb,AbCTX2,ABUW_4004,,,,,,,,
577,JACGEH010000071.1,pAbCTX2_15kb,AbCTX2,ABUW_4005,,,,,,,,
577,JACGEH010000071.1,pAbCTX2_15kb,AbCTX2,ABUW_4006,,,,,,,,
577,JACGEH010000071.1,pAbCTX2_15kb,AbCTX2,ABUW_4007,,,,,,,,
577,JACGEH010000071.1,pAbCTX2_15kb,AbCTX2,ABUW_4094,,,,,,,,
578,JACGEI010000083.1,pAbCTX11_15kb,AbCTX11,ABUW_4004,,,,,,,,
578,JACGEI010000083.1,pAbCTX11_15kb,AbCTX11,ABUW_4005,,,,,,,,
578,JACGEI010000083.1,pAbCTX11_15kb,AbCTX11,ABUW_4006,,,,,,,,
578,JACGEI010000083.1,pAbCTX11_15kb,AbCTX11,ABUW_4007,,,,,,,,
578,JACGEI010000083.1,pAbCTX11_15kb,AbCTX11,ABUW_4094,,,,,,,,
579,JACGEJ010000130.1,pAbCTX19_9kb,AbCTX19,ABUW_4004,,,,,,,,
579,JACGEJ010000130.1,pAbCTX19_9kb,AbCTX19,ABUW_4005,,,,,,,,
579,JACGEJ010000130.1,pAbCTX19_9kb,AbCTX19,ABUW_4006,,,,,,,,
579,JACGEJ010000130.1,pAbCTX19_9kb,AbCTX19,ABUW_4007,,,,,,,,
579,JACGEJ010000130.1,pAbCTX19_9kb,AbCTX19,ABUW_4094,,,,,,,,
580,JACGEK010000079.1,pAbCTX17_7kb,AbCTX17,ABUW_4004,,,,,,,,
580,JACGEK010000079.1,pAbCTX17_7kb,AbCTX17,ABUW_4005,,,,,,,,
580,JACGEK010000079.1,pAbCTX17_7kb,AbCTX17,ABUW_4006,,,,,,,,
580,JACGEK010000079.1,pAbCTX17_7kb,AbCTX17,ABUW_4007,,,,,,,,
580,JACGEK010000079.1,pAbCTX17_7kb,AbCTX17,ABUW_4094,,,,,,,,
581,JACGEK010000080.1,pAbCTX17_17kb,AbCTX17,ABUW_4004,,,,,,,,
581,JACGEK010000080.1,pAbCTX17_17kb,AbCTX17,ABUW_4005,,,,,,,,
581,JACGEK010000080.1,pAbCTX17_17kb,AbCTX17,ABUW_4006,,,,,,,,
581,JACGEK010000080.1,pAbCTX17_17kb,AbCTX17,ABUW_4007,,,,,,,,
581,JACGEK010000080.1,pAbCTX17_17kb,AbCTX17,ABUW_4094,,,,,,,,
582,CP092029.1,pAbCTX5,AbCTX5,ABUW_4004,,,,,,,,
582,CP092029.1,pAbCTX5,AbCTX5,ABUW_4005,,,,,,,,
582,CP092029.1,pAbCTX5,AbCTX5,ABUW_4006,,,,,,,,
582,CP092029.1,pAbCTX5,AbCTX5,ABUW_4007,,,,,,,,
582,CP092029.1,pAbCTX5,AbCTX5,ABUW_4094,,,,,,,,
583,CP092030.1,pAbCTX9,AbCTX9,ABUW_4004,,,,,,,,
583,CP092030.1,pAbCTX9,AbCTX9,ABUW_4005,,,,,,,,
583,CP092030.1,pAbCTX9,AbCTX9,ABUW_4006,,,,,,,,
583,CP092030.1,pAbCTX9,AbCTX9,ABUW_4007,,,,,,,,
583,CP092030.1,pAbCTX9,AbCTX9,ABUW_4094,,,,,,,,
584,CP059730.1,pAbCTX13_7kb,AbCTX13,ABUW_4004,,,,,,,,
584,CP059730.1,pAbCTX13_7kb,AbCTX13,ABUW_4005,,,,,,,,
584,CP059730.1,pAbCTX13_7kb,AbCTX13,ABUW_4006,,,,,,,,
584,CP059730.1,pAbCTX13_7kb,AbCTX13,ABUW_4007,,,,,,,,
584,CP059730.1,pAbCTX13_7kb,AbCTX13,ABUW_4094,,,,,,,,
585,CP059731.1,pAbCTX13_17kb,AbCTX13,ABUW_4004,,,,,,,,
585,CP059731.1,pAbCTX13_17kb,AbCTX13,ABUW_4005,,,,,,,,
585,CP059731.1,pAbCTX13_17kb,AbCTX13,ABUW_4006,,,,,,,,
585,CP059731.1,pAbCTX13_17kb,AbCTX13,ABUW_4007,,,,,,,,
585,CP059731.1,pAbCTX13_17kb,AbCTX13,ABUW_4094,,,,,,,,
587,CP082894.1,p2018HBAB1-1,2018HBAB1,ABUW_4004,,,,,,,,
587,CP082894.1,p2018HBAB1-1,2018HBAB1,ABUW_4005,,,,,,,,
587,CP082894.1,p2018HBAB1-1,2018HBAB1,ABUW_4006,,,,,,,,
587,CP082894.1,p2018HBAB1-1,2018HBAB1,ABUW_4007,,,,,,,,
587,CP082894.1,p2018HBAB1-1,2018HBAB1,ABUW_4094,,,,,,,,
590,CP082225.1,p2014BJAB1,2014BJAB1,ABUW_4004,83.673,,,93,,,,
590,CP082225.1,p2014BJAB1,2014BJAB1,ABUW_4005,55.975,,,90,,,,
590,CP082225.1,p2014BJAB1,2014BJAB1,ABUW_4006,51.24,,,96,,,,
590,CP082225.1,p2014BJAB1,2014BJAB1,ABUW_4007,46.774,,,95,,,,
590,CP082225.1,p2014BJAB1,2014BJAB1,ABUW_4094,46.591,,,79,,,,
591,CP082888.1,p2014LNAB1-1,2014LNAB1,ABUW_4004,,,,,,,,
591,CP082888.1,p2014LNAB1-1,2014LNAB1,ABUW_4005,,,,,,,,
591,CP082888.1,p2014LNAB1-1,2014LNAB1,ABUW_4006,,,,,,,,
591,CP082888.1,p2014LNAB1-1,2014LNAB1,ABUW_4007,,,,,,,,
591,CP082888.1,p2014LNAB1-1,2014LNAB1,ABUW_4094,,,,,,,,
592,CP082889.1,p2014LNAB1-2,2014LNAB1,ABUW_4004,83.673,,,93,,,,
592,CP082889.1,p2014LNAB1-2,2014LNAB1,ABUW_4005,55.975,,,90,,,,
592,CP082889.1,p2014LNAB1-2,2014LNAB1,ABUW_4006,51.24,,,96,,,,
592,CP082889.1,p2014LNAB1-2,2014LNAB1,ABUW_4007,46.774,,,95,,,,
592,CP082889.1,p2014LNAB1-2,2014LNAB1,ABUW_4094,46.591,,,79,,,,
593,CP082890.1,p2014LNAB1-3,2014LNAB1,ABUW_4004,,,,,,,,
593,CP082890.1,p2014LNAB1-3,2014LNAB1,ABUW_4005,,,,,,,,
593,CP082890.1,p2014LNAB1-3,2014LNAB1,ABUW_4006,,,,,,,,
593,CP082890.1,p2014LNAB1-3,2014LNAB1,ABUW_4007,,,,,,,,
593,CP082890.1,p2014LNAB1-3,2014LNAB1,ABUW_4094,,,,,,,,
594,CP082222.1,p2014TJAB1,2014TJAB1,ABUW_4004,83.673,,,93,,,,
594,CP082222.1,p2014TJAB1,2014TJAB1,ABUW_4005,55.975,,,90,,,,
594,CP082222.1,p2014TJAB1,2014TJAB1,ABUW_4006,51.24,,,96,,,,
594,CP082222.1,p2014TJAB1,2014TJAB1,ABUW_4007,46.774,,,95,,,,
594,CP082222.1,p2014TJAB1,2014TJAB1,ABUW_4094,46.591,,,79,,,,
598,CP059387.1,p1.36-1512,36-1512,ABUW_4004,,,,,,,,
598,CP059387.1,p1.36-1512,36-1512,ABUW_4005,,,,,,,,
598,CP059387.1,p1.36-1512,36-1512,ABUW_4006,,,,,,,,
598,CP059387.1,p1.36-1512,36-1512,ABUW_4007,,,,,,,,
598,CP059387.1,p1.36-1512,36-1512,ABUW_4094,,,,,,,,
599,CP059388.1,p2.36-1512,36-1512,ABUW_4004,,,,,,,,
599,CP059388.1,p2.36-1512,36-1512,ABUW_4005,,,,,,,,
599,CP059388.1,p2.36-1512,36-1512,ABUW_4006,,,,,,,,
599,CP059388.1,p2.36-1512,36-1512,ABUW_4007,,,,,,,,
599,CP059388.1,p2.36-1512,36-1512,ABUW_4094,,,,,,,,
600,CP059389.1,p3.36-1512,36-1512,ABUW_4004,,,,,,,,
600,CP059389.1,p3.36-1512,36-1512,ABUW_4005,,,,,,,,
600,CP059389.1,p3.36-1512,36-1512,ABUW_4006,,,,,,,,
600,CP059389.1,p3.36-1512,36-1512,ABUW_4007,,,,,,,,
600,CP059389.1,p3.36-1512,36-1512,ABUW_4094,,,,,,,,
601,CP059390.1,p4.36-1512,36-1512,ABUW_4004,,,,,,,,
601,CP059390.1,p4.36-1512,36-1512,ABUW_4005,,,,,,,,
601,CP059390.1,p4.36-1512,36-1512,ABUW_4006,,,,,,,,
601,CP059390.1,p4.36-1512,36-1512,ABUW_4007,,,,,,,,
601,CP059390.1,p4.36-1512,36-1512,ABUW_4094,,,,,,,,
602,CP059301.1,pAC1633-1,AC1633,ABUW_4004,,,,,,,,
602,CP059301.1,pAC1633-1,AC1633,ABUW_4005,,,,,,,,
602,CP059301.1,pAC1633-1,AC1633,ABUW_4006,,,,,,,,
602,CP059301.1,pAC1633-1,AC1633,ABUW_4007,,,,,,,,
602,CP059301.1,pAC1633-1,AC1633,ABUW_4094,,,,,,,,
603,CP059302.1,pAC1633-4,AC1633,ABUW_4004,,,,,,,,
603,CP059302.1,pAC1633-4,AC1633,ABUW_4005,,,,,,,,
603,CP059302.1,pAC1633-4,AC1633,ABUW_4006,,,,,,,,
603,CP059302.1,pAC1633-4,AC1633,ABUW_4007,,,,,,,,
603,CP059302.1,pAC1633-4,AC1633,ABUW_4094,,,,,,,,
604,CP059303.1,pAC1633-2,AC1633,ABUW_4004,,,,,,,,
604,CP059303.1,pAC1633-2,AC1633,ABUW_4005,,,,,,,,
604,CP059303.1,pAC1633-2,AC1633,ABUW_4006,,,,,,,,
604,CP059303.1,pAC1633-2,AC1633,ABUW_4007,,,,,,,,
604,CP059303.1,pAC1633-2,AC1633,ABUW_4094,,,,,,,,
605,CP059304.1,pAC1633-3,AC1633,ABUW_4004,,,,,,,,
605,CP059304.1,pAC1633-3,AC1633,ABUW_4005,,,,,,,,
605,CP059304.1,pAC1633-3,AC1633,ABUW_4006,,,,,,,,
605,CP059304.1,pAC1633-3,AC1633,ABUW_4007,,,,,,,,
605,CP059304.1,pAC1633-3,AC1633,ABUW_4094,,,,,,,,
606,CP059475.1,pM175-3.1,M175-3,ABUW_4004,,,,,,,,
606,CP059475.1,pM175-3.1,M175-3,ABUW_4005,,,,,,,,
606,CP059475.1,pM175-3.1,M175-3,ABUW_4006,,,,,,,,
606,CP059475.1,pM175-3.1,M175-3,ABUW_4007,,,,,,,,
606,CP059475.1,pM175-3.1,M175-3,ABUW_4094,,,,,,,,
607,CP059476.1,pM175-3.2,M175-3,ABUW_4004,,,,,,,,
607,CP059476.1,pM175-3.2,M175-3,ABUW_4005,,,,,,,,
607,CP059476.1,pM175-3.2,M175-3,ABUW_4006,,,,,,,,
607,CP059476.1,pM175-3.2,M175-3,ABUW_4007,,,,,,,,
607,CP059476.1,pM175-3.2,M175-3,ABUW_4094,,,,,,,,
608,CP059478.1,p17-84_OXA,17-84,ABUW_4004,,,,,,,,
608,CP059478.1,p17-84_OXA,17-84,ABUW_4005,,,,,,,,
608,CP059478.1,p17-84_OXA,17-84,ABUW_4006,,,,,,,,
608,CP059478.1,p17-84_OXA,17-84,ABUW_4007,,,,,,,,
608,CP059478.1,p17-84_OXA,17-84,ABUW_4094,,,,,,,,
609,CP059478.1,p17-84_OXA,17-84,ABUW_4004,,,,,,,,
609,CP059478.1,p17-84_OXA,17-84,ABUW_4005,,,,,,,,
609,CP059478.1,p17-84_OXA,17-84,ABUW_4006,,,,,,,,
609,CP059478.1,p17-84_OXA,17-84,ABUW_4007,,,,,,,,
609,CP059478.1,p17-84_OXA,17-84,ABUW_4094,,,,,,,,
610,CP059543.1,p3E-011922,E-011922,ABUW_4004,,,,,,,,
610,CP059543.1,p3E-011922,E-011922,ABUW_4005,,,,,,,,
610,CP059543.1,p3E-011922,E-011922,ABUW_4006,,,,,,,,
610,CP059543.1,p3E-011922,E-011922,ABUW_4007,,,,,,,,
610,CP059543.1,p3E-011922,E-011922,ABUW_4094,,,,,,,,
611,CP059544.1,p2E-011922,E-011922,ABUW_4004,,,,,,,,
611,CP059544.1,p2E-011922,E-011922,ABUW_4005,,,,,,,,
611,CP059544.1,p2E-011922,E-011922,ABUW_4006,,,,,,,,
611,CP059544.1,p2E-011922,E-011922,ABUW_4007,,,,,,,,
611,CP059544.1,p2E-011922,E-011922,ABUW_4094,,,,,,,,
612,CP059545.1,p1E-011922,E-011922,ABUW_4004,,,,,,,,
612,CP059545.1,p1E-011922,E-011922,ABUW_4005,,,,,,,,
612,CP059545.1,p1E-011922,E-011922,ABUW_4006,,,,,,,,
612,CP059545.1,p1E-011922,E-011922,ABUW_4007,,,,,,,,
612,CP059545.1,p1E-011922,E-011922,ABUW_4094,,,,,,,,
613,CP061706.1,p8E072658,E-072658,ABUW_4004,,,,,,,,
613,CP061706.1,p8E072658,E-072658,ABUW_4005,,,,,,,,
613,CP061706.1,p8E072658,E-072658,ABUW_4006,,,,,,,,
613,CP061706.1,p8E072658,E-072658,ABUW_4007,,,,,,,,
613,CP061706.1,p8E072658,E-072658,ABUW_4094,,,,,,,,
614,CP061706.1,p8E072658,E-072658,ABUW_4004,,,,,,,,
614,CP061706.1,p8E072658,E-072658,ABUW_4005,,,,,,,,
614,CP061706.1,p8E072658,E-072658,ABUW_4006,,,,,,,,
614,CP061706.1,p8E072658,E-072658,ABUW_4007,,,,,,,,
614,CP061706.1,p8E072658,E-072658,ABUW_4094,,,,,,,,
615,CP061707.1,p7E072658,E-072658,ABUW_4004,,,,,,,,
615,CP061707.1,p7E072658,E-072658,ABUW_4005,,,,,,,,
615,CP061707.1,p7E072658,E-072658,ABUW_4006,,,,,,,,
615,CP061707.1,p7E072658,E-072658,ABUW_4007,,,,,,,,
615,CP061707.1,p7E072658,E-072658,ABUW_4094,,,,,,,,
616,CP061707.1,p7E072658,E-072658,ABUW_4004,,,,,,,,
616,CP061707.1,p7E072658,E-072658,ABUW_4005,,,,,,,,
616,CP061707.1,p7E072658,E-072658,ABUW_4006,,,,,,,,
616,CP061707.1,p7E072658,E-072658,ABUW_4007,,,,,,,,
616,CP061707.1,p7E072658,E-072658,ABUW_4094,,,,,,,,
617,CP061708.1,p6E072658,E-072658,ABUW_4004,,,,,,,,
617,CP061708.1,p6E072658,E-072658,ABUW_4005,,,,,,,,
617,CP061708.1,p6E072658,E-072658,ABUW_4006,,,,,,,,
617,CP061708.1,p6E072658,E-072658,ABUW_4007,,,,,,,,
617,CP061708.1,p6E072658,E-072658,ABUW_4094,,,,,,,,
618,CP061708.1,p6E072658,E-072658,ABUW_4004,,,,,,,,
618,CP061708.1,p6E072658,E-072658,ABUW_4005,,,,,,,,
618,CP061708.1,p6E072658,E-072658,ABUW_4006,,,,,,,,
618,CP061708.1,p6E072658,E-072658,ABUW_4007,,,,,,,,
618,CP061708.1,p6E072658,E-072658,ABUW_4094,,,,,,,,
619,CP061709.1,p5E072658,E-072658,ABUW_4004,,,,,,,,
619,CP061709.1,p5E072658,E-072658,ABUW_4005,,,,,,,,
619,CP061709.1,p5E072658,E-072658,ABUW_4006,,,,,,,,
619,CP061709.1,p5E072658,E-072658,ABUW_4007,,,,,,,,
619,CP061709.1,p5E072658,E-072658,ABUW_4094,,,,,,,,
620,CP061710.1,p4E072658,E-072658,ABUW_4004,,,,,,,,
620,CP061710.1,p4E072658,E-072658,ABUW_4005,,,,,,,,
620,CP061710.1,p4E072658,E-072658,ABUW_4006,,,,,,,,
620,CP061710.1,p4E072658,E-072658,ABUW_4007,,,,,,,,
620,CP061710.1,p4E072658,E-072658,ABUW_4094,,,,,,,,
621,CP061711.1,p3E072658,E-072658,ABUW_4004,,,,,,,,
621,CP061711.1,p3E072658,E-072658,ABUW_4005,,,,,,,,
621,CP061711.1,p3E072658,E-072658,ABUW_4006,,,,,,,,
621,CP061711.1,p3E072658,E-072658,ABUW_4007,,,,,,,,
621,CP061711.1,p3E072658,E-072658,ABUW_4094,,,,,,,,
622,CP061712.1,p2E072658,E-072658,ABUW_4004,,,,,,,,
622,CP061712.1,p2E072658,E-072658,ABUW_4005,,,,,,,,
622,CP061712.1,p2E072658,E-072658,ABUW_4006,,,,,,,,
622,CP061712.1,p2E072658,E-072658,ABUW_4007,,,,,,,,
622,CP061712.1,p2E072658,E-072658,ABUW_4094,,,,,,,,
623,CP061713.1,p1E072658,E-072658,ABUW_4004,,,,,,,,
623,CP061713.1,p1E072658,E-072658,ABUW_4005,,,,,,,,
623,CP061713.1,p1E072658,E-072658,ABUW_4006,,,,,,,,
623,CP061713.1,p1E072658,E-072658,ABUW_4007,,,,,,,,
623,CP061713.1,p1E072658,E-072658,ABUW_4094,,,,,,,,
624,CP065394.1,pAbBAS-1.2,AbBAS-1,ABUW_4004,,,,,,,,
624,CP065394.1,pAbBAS-1.2,AbBAS-1,ABUW_4005,,,,,,,,
624,CP065394.1,pAbBAS-1.2,AbBAS-1,ABUW_4006,,,,,,,,
624,CP065394.1,pAbBAS-1.2,AbBAS-1,ABUW_4007,,,,,,,,
624,CP065394.1,pAbBAS-1.2,AbBAS-1,ABUW_4094,,,,,,,,
625,CP060012.1,pTP2A,TP2,ABUW_4004,,,,,,,,
625,CP060012.1,pTP2A,TP2,ABUW_4005,,,,,,,,
625,CP060012.1,pTP2A,TP2,ABUW_4006,,,,,,,,
625,CP060012.1,pTP2A,TP2,ABUW_4007,,,,,,,,
625,CP060012.1,pTP2A,TP2,ABUW_4094,,,,,,,,
626,CP060014.1,pTP3A,TP3,ABUW_4004,,,,,,,,
626,CP060014.1,pTP3A,TP3,ABUW_4005,,,,,,,,
626,CP060014.1,pTP3A,TP3,ABUW_4006,,,,,,,,
626,CP060014.1,pTP3A,TP3,ABUW_4007,,,,,,,,
626,CP060014.1,pTP3A,TP3,ABUW_4094,,,,,,,,
627,CP060995.1,pCAb-65-2*,CAb-65,ABUW_4004,,,,,,,,
627,CP060995.1,pCAb-65-2*,CAb-65,ABUW_4005,,,,,,,,
627,CP060995.1,pCAb-65-2*,CAb-65,ABUW_4006,,,,,,,,
627,CP060995.1,pCAb-65-2*,CAb-65,ABUW_4007,,,,,,,,
627,CP060995.1,pCAb-65-2*,CAb-65,ABUW_4094,,,,,,,,
628,CP060996.1,pCAb-65-1*,CAb-65,ABUW_4004,,,,,,,,
628,CP060996.1,pCAb-65-1*,CAb-65,ABUW_4005,,,,,,,,
628,CP060996.1,pCAb-65-1*,CAb-65,ABUW_4006,,,,,,,,
628,CP060996.1,pCAb-65-1*,CAb-65,ABUW_4007,,,,,,,,
628,CP060996.1,pCAb-65-1*,CAb-65,ABUW_4094,,,,,,,,
629,JADAJL010000301.1,pRes13-Abat-EA3-S5-02-A,Res13-Abat-EA3-S5-02-A,ABUW_4004,,,,,,,,
629,JADAJL010000301.1,pRes13-Abat-EA3-S5-02-A,Res13-Abat-EA3-S5-02-A,ABUW_4005,,,,,,,,
629,JADAJL010000301.1,pRes13-Abat-EA3-S5-02-A,Res13-Abat-EA3-S5-02-A,ABUW_4006,,,,,,,,
629,JADAJL010000301.1,pRes13-Abat-EA3-S5-02-A,Res13-Abat-EA3-S5-02-A,ABUW_4007,,,,,,,,
629,JADAJL010000301.1,pRes13-Abat-EA3-S5-02-A,Res13-Abat-EA3-S5-02-A,ABUW_4094,,,,,,,,
630,JADAJJ010000299.1,pRes13-Abat-PEA16-P5-01-A,Res13-Abat-PEA16-P5-01-A,ABUW_4004,,,,,,,,
630,JADAJJ010000299.1,pRes13-Abat-PEA16-P5-01-A,Res13-Abat-PEA16-P5-01-A,ABUW_4005,,,,,,,,
630,JADAJJ010000299.1,pRes13-Abat-PEA16-P5-01-A,Res13-Abat-PEA16-P5-01-A,ABUW_4006,,,,,,,,
630,JADAJJ010000299.1,pRes13-Abat-PEA16-P5-01-A,Res13-Abat-PEA16-P5-01-A,ABUW_4007,,,,,,,,
630,JADAJJ010000299.1,pRes13-Abat-PEA16-P5-01-A,Res13-Abat-PEA16-P5-01-A,ABUW_4094,,,,,,,,
631,CP062920.1,p4Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4004,,,,,,,,
631,CP062920.1,p4Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4005,,,,,,,,
631,CP062920.1,p4Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4006,,,,,,,,
631,CP062920.1,p4Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4007,,,,,,,,
631,CP062920.1,p4Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4094,,,,,,,,
633,CP062922.1,p2Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4004,,,,,,,,
633,CP062922.1,p2Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4005,,,,,,,,
633,CP062922.1,p2Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4006,,,,,,,,
633,CP062922.1,p2Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4007,,,,,,,,
633,CP062922.1,p2Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4094,,,,,,,,
634,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4004,,,,,,,,
634,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4005,,,,,,,,
634,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4006,,,,,,,,
634,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4007,,,,,,,,
634,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4094,,,,,,,,
635,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4004,,,,,,,,
635,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4005,,,,,,,,
635,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4006,,,,,,,,
635,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4007,,,,,,,,
635,CP062923.1,p1Res13-Abat,Res13-Abat-PEA21-P4-01-A,ABUW_4094,,,,,,,,
636,JADAIY010000264.1,pRes13-Abat-PEA28-P5-02-A,Res13-Abat-PEA28-P5-02-A,ABUW_4004,,,,,,,,
636,JADAIY010000264.1,pRes13-Abat-PEA28-P5-02-A,Res13-Abat-PEA28-P5-02-A,ABUW_4005,,,,,,,,
636,JADAIY010000264.1,pRes13-Abat-PEA28-P5-02-A,Res13-Abat-PEA28-P5-02-A,ABUW_4006,,,,,,,,
636,JADAIY010000264.1,pRes13-Abat-PEA28-P5-02-A,Res13-Abat-PEA28-P5-02-A,ABUW_4007,,,,,,,,
636,JADAIY010000264.1,pRes13-Abat-PEA28-P5-02-A,Res13-Abat-PEA28-P5-02-A,ABUW_4094,,,,,,,,
637,CP066017.1,pFDAARGOS_1036,FDAARGOS_1036,ABUW_4004,,,,,,,,
637,CP066017.1,pFDAARGOS_1036,FDAARGOS_1036,ABUW_4005,,,,,,,,
637,CP066017.1,pFDAARGOS_1036,FDAARGOS_1036,ABUW_4006,,,,,,,,
637,CP066017.1,pFDAARGOS_1036,FDAARGOS_1036,ABUW_4007,,,,,,,,
637,CP066017.1,pFDAARGOS_1036,FDAARGOS_1036,ABUW_4094,,,,,,,,
638,CP069852.1,pFDAARGOS_1359,FDAARGOS_1359,ABUW_4004,,,,,,,,
638,CP069852.1,pFDAARGOS_1359,FDAARGOS_1359,ABUW_4005,,,,,,,,
638,CP069852.1,pFDAARGOS_1359,FDAARGOS_1359,ABUW_4006,,,,,,,,
638,CP069852.1,pFDAARGOS_1359,FDAARGOS_1359,ABUW_4007,,,,,,,,
638,CP069852.1,pFDAARGOS_1359,FDAARGOS_1359,ABUW_4094,,,,,,,,
640,CP069842.1,p1FDAARGOS_1360,FDAARGOS_1360,ABUW_4004,,,,,,,,
640,CP069842.1,p1FDAARGOS_1360,FDAARGOS_1360,ABUW_4005,,,,,,,,
640,CP069842.1,p1FDAARGOS_1360,FDAARGOS_1360,ABUW_4006,,,,,,,,
640,CP069842.1,p1FDAARGOS_1360,FDAARGOS_1360,ABUW_4007,,,,,,,,
640,CP069842.1,p1FDAARGOS_1360,FDAARGOS_1360,ABUW_4094,,,,,,,,
641,CP064293.1,pABAUUSACASD_frag1,SD,ABUW_4004,,,,,,,,
641,CP064293.1,pABAUUSACASD_frag1,SD,ABUW_4005,,,,,,,,
641,CP064293.1,pABAUUSACASD_frag1,SD,ABUW_4006,,,,,,,,
641,CP064293.1,pABAUUSACASD_frag1,SD,ABUW_4007,,,,,,,,
641,CP064293.1,pABAUUSACASD_frag1,SD,ABUW_4094,,,,,,,,
642,CP064294.1,pABAUUSACASD_frag2,SD,ABUW_4004,,,,,,,,
642,CP064294.1,pABAUUSACASD_frag2,SD,ABUW_4005,,,,,,,,
642,CP064294.1,pABAUUSACASD_frag2,SD,ABUW_4006,,,,,,,,
642,CP064294.1,pABAUUSACASD_frag2,SD,ABUW_4007,,,,,,,,
642,CP064294.1,pABAUUSACASD_frag2,SD,ABUW_4094,,,,,,,,
643,CP065052.1,p5637,2016GDAB1,ABUW_4004,,,,,,,,
643,CP065052.1,p5637,2016GDAB1,ABUW_4005,,,,,,,,
643,CP065052.1,p5637,2016GDAB1,ABUW_4006,,,,,,,,
643,CP065052.1,p5637,2016GDAB1,ABUW_4007,,,,,,,,
643,CP065052.1,p5637,2016GDAB1,ABUW_4094,,,,,,,,
645,CP066239.1,pG20AB007-2,G20AB007,ABUW_4004,,,,,,,,
645,CP066239.1,pG20AB007-2,G20AB007,ABUW_4005,,,,,,,,
645,CP066239.1,pG20AB007-2,G20AB007,ABUW_4006,,,,,,,,
645,CP066239.1,pG20AB007-2,G20AB007,ABUW_4007,,,,,,,,
645,CP066239.1,pG20AB007-2,G20AB007,ABUW_4094,,,,,,,,
646,CP066240.1,pG20AB007-3,G20AB007,ABUW_4004,,,,,,,,
646,CP066240.1,pG20AB007-3,G20AB007,ABUW_4005,,,,,,,,
646,CP066240.1,pG20AB007-3,G20AB007,ABUW_4006,,,,,,,,
646,CP066240.1,pG20AB007-3,G20AB007,ABUW_4007,,,,,,,,
646,CP066240.1,pG20AB007-3,G20AB007,ABUW_4094,,,,,,,,
649,CP066234.1,pG20AB010-2,G20AB010,ABUW_4004,,,,,,,,
649,CP066234.1,pG20AB010-2,G20AB010,ABUW_4005,,,,,,,,
649,CP066234.1,pG20AB010-2,G20AB010,ABUW_4006,,,,,,,,
649,CP066234.1,pG20AB010-2,G20AB010,ABUW_4007,,,,,,,,
649,CP066234.1,pG20AB010-2,G20AB010,ABUW_4094,,,,,,,,
651,CP066231.1,"pG20AB011-2,",G20AB011,ABUW_4004,,,,,,,,
651,CP066231.1,"pG20AB011-2,",G20AB011,ABUW_4005,,,,,,,,
